GameAndDrive,FirstDowns,yards_gained,yards_per_first_down,touchdown
201409210213,1,-8,-8.0,0.0
201409210214,2,31,15.5,0.0
201409210215,2,-1,-0.5,0.0
201409210216,5,37,7.4,0.0
201409210217,1,0,0.0,0.0
201409210218,2,-2,-1.0,0.0
201409210219,1,5,5.0,0.0
201409210220,2,6,3.0,0.0
201409210310,4,6,1.5,0.0
201409210311,3,7,2.3333333333333335,0.0
201409210312,3,0,0.0,0.0
201409210313,2,14,7.0,0.0
201409210314,6,15,2.5,0.0
201409210315,4,17,4.25,0.0
201409210316,4,21,5.25,1.0
201409210317,4,39,9.75,0.0
201409210318,4,9,2.25,0.0
201409210410,1,14,14.0,0.0
201409210411,3,21,7.0,0.0
201409210412,1,13,13.0,0.0
201409210413,4,-2,-0.5,0.0
201409210414,2,5,2.5,0.0
201409210415,3,10,3.3333333333333335,0.0
201409210416,5,55,11.0,0.0
201409210417,4,6,1.5,0.0
201409210418,4,10,2.5,1.0
201409210419,2,-2,-1.0,1.0
201409210420,2,1,0.5,0.0
201409210421,2,6,3.0,0.0
201409210422,6,72,12.0,0.0
201409210423,1,-1,-1.0,0.0
201409210510,3,5,1.6666666666666667,0.0
201409210511,4,14,3.5,0.0
201409210512,3,2,0.6666666666666666,0.0
201409210513,5,25,5.0,0.0
201409210514,1,9,9.0,0.0
201409210515,5,34,6.8,0.0
201409210516,1,1,1.0,0.0
201409210517,1,1,1.0,0.0
201409210518,5,15,3.0,0.0
201409210519,1,-2,-2.0,0.0
201409210610,1,4,4.0,0.0
201409210611,4,17,4.25,0.0
201409210612,3,5,1.6666666666666667,0.0
201409210613,2,1,0.5,0.0
201409210614,7,49,7.0,0.0
201409210615,4,10,2.5,0.0
201409210616,6,14,2.3333333333333335,0.0
201409210710,2,-6,-3.0,0.0
201409210711,1,1,1.0,1.0
201409210712,2,-1,-0.5,0.0
201409210713,1,-1,-1.0,0.0
201409210714,2,9,4.5,0.0
201409210715,3,27,9.0,0.0
201409210716,6,52,8.666666666666666,0.0
201409210717,2,18,9.0,0.0
201409210718,2,3,1.5,1.0
201409210719,6,54,9.0,0.0
201409210720,1,2,2.0,0.0
201409210721,2,14,7.0,0.0
201409210722,1,0,0.0,0.0
201409210723,2,7,3.5,0.0
201409210724,4,56,14.0,1.0
201409210725,1,1,1.0,0.0
201409210726,4,22,5.5,0.0
201409210810,3,27,9.0,0.0
201409210811,1,7,7.0,0.0
201409210812,4,2,0.5,0.0
201409210813,3,6,2.0,0.0
201409210814,2,1,0.5,0.0
201409210815,1,81,81.0,0.0
201409210816,2,4,2.0,0.0
201409210817,2,7,3.5,0.0
201409210818,1,3,3.0,0.0
201409210819,2,46,23.0,0.0
201409210820,3,6,2.0,1.0
201409210821,1,0,0.0,0.0
201409210822,1,1,1.0,0.0
201409210823,4,67,16.75,0.0
201409210824,1,0,0.0,0.0
201409210825,1,0,0.0,0.0
201409210826,2,-2,-1.0,0.0
201409210910,1,-1,-1.0,0.0
201409210911,2,73,36.5,0.0
201409210912,5,24,4.8,0.0
201409210913,3,52,17.333333333333332,0.0
201409210914,5,67,13.4,0.0
201409210915,5,10,2.0,1.0
201409210916,1,0,0.0,0.0
201409210917,6,34,5.666666666666667,1.0
201409210918,2,7,3.5,0.0
201409210919,2,0,0.0,0.0
201409210920,1,-1,-1.0,0.0
201409211010,1,6,6.0,0.0
201409211011,3,7,2.3333333333333335,1.0
201409211012,5,28,5.6,0.0
201409211013,6,-4,-0.6666666666666666,0.0
201409211014,2,3,1.5,0.0
201409211015,3,0,0.0,0.0
201409211016,1,7,7.0,0.0
201409211110,3,8,2.6666666666666665,1.0
201409211111,5,57,11.4,0.0
201409211112,1,0,0.0,0.0
201409211113,3,10,3.3333333333333335,1.0
201409211114,5,35,7.0,1.0
201409211115,1,0,0.0,0.0
201409211116,1,-1,-1.0,0.0
201409211117,1,-8,-8.0,0.0
201409211118,1,-1,-1.0,0.0
201409211119,2,29,14.5,0.0
201409211120,2,11,5.5,0.0
201409211121,2,9,4.5,0.0
201409211122,4,13,3.25,1.0
201409211123,3,8,2.6666666666666665,0.0
201409211124,1,-2,-2.0,0.0
201409211125,2,7,3.5,0.0
201409211126,2,8,4.0,1.0
201409211127,1,10,10.0,0.0
201409211210,1,0,0.0,0.0
201409211211,5,30,6.0,0.0
201409211212,1,-1,-1.0,0.0
201409211213,1,2,2.0,0.0
201409211214,2,5,2.5,0.0
201409211215,2,14,7.0,0.0
201409211216,1,0,0.0,0.0
201409211217,1,0,0.0,0.0
201409211218,3,12,4.0,0.0
201409211219,3,0,0.0,0.0
201409211220,1,0,0.0,0.0
201409211221,3,7,2.3333333333333335,0.0
201409211222,1,0,0.0,0.0
201409211223,2,4,2.0,1.0
201409211224,4,26,6.5,0.0
201409211225,5,33,6.6,0.0
201409211226,2,12,6.0,0.0
201409211227,3,26,8.666666666666666,0.0
201409211228,1,-1,-1.0,0.0
201409211229,7,46,6.571428571428571,0.0
201409211310,5,20,4.0,0.0
201409211311,2,9,4.5,0.0
201409211312,5,21,4.2,0.0
201409211313,5,5,1.0,1.0
201409211314,4,71,17.75,0.0
201409211315,1,0,0.0,1.0
201409211316,2,4,2.0,0.0
201409211317,4,50,12.5,1.0
201409211318,3,45,15.0,0.0
201409211319,4,39,9.75,0.0
201409220010,4,13,3.25,0.0
201409220011,1,-1,-1.0,0.0
201409220012,1,3,3.0,0.0
201409220013,4,28,7.0,1.0
201409220014,1,6,6.0,0.0
201409220015,1,-8,-8.0,0.0
201409220016,4,8,2.0,0.0
201409220017,2,0,0.0,0.0
201409220018,2,7,3.5,0.0
201409220019,1,3,3.0,0.0
201409220020,3,11,3.6666666666666665,0.0
201409220021,4,17,4.25,0.0
201409220022,4,7,1.75,0.0
201409220023,1,-1,-1.0,0.0
201409250010,3,14,4.666666666666667,0.0
201409250011,5,13,2.6,0.0
201409250012,4,78,19.5,0.0
201409250013,2,9,4.5,0.0
201409250014,2,31,15.5,0.0
201409250015,2,3,1.5,0.0
201409250016,1,1,1.0,0.0
201409250017,3,30,10.0,0.0
201409250018,2,0,0.0,0.0
201409250019,2,24,12.0,0.0
201409250020,1,-1,-1.0,0.0
201409250021,3,1,0.3333333333333333,0.0
201409250022,3,-3,-1.0,0.0
201409250023,4,14,3.5,1.0
201409250024,1,2,2.0,0.0
201409250025,2,5,2.5,0.0
201409250026,1,6,6.0,0.0
201409280010,2,7,3.5,0.0
201409280011,4,13,3.25,1.0
201409280012,5,8,1.6,0.0
201409280013,6,46,7.666666666666667,1.0
201409280014,3,3,1.0,0.0
201409280015,3,0,0.0,0.0
201409280016,6,17,2.8333333333333335,0.0
201409280110,2,7,3.5,1.0
201409280111,4,24,6.0,0.0
201409280112,2,6,3.0,0.0
201409280113,4,20,5.0,0.0
201409280114,3,2,0.6666666666666666,0.0
201409280115,5,27,5.4,0.0
201409280210,1,0,0.0,0.0
201409280211,2,5,2.5,0.0
201409280212,3,14,4.666666666666667,1.0
201409280213,2,0,0.0,0.0
201409280214,1,0,0.0,0.0
201409280215,1,3,3.0,0.0
201409280216,1,7,7.0,0.0
201409280217,5,21,4.2,0.0
201409280218,3,21,7.0,0.0
201409280219,6,43,7.166666666666667,0.0
201409280220,1,0,0.0,0.0
201409280221,1,-2,-2.0,0.0
201409280222,1,2,2.0,0.0
201409280223,1,4,4.0,0.0
201409280224,1,80,80.0,0.0
201409280225,4,21,5.25,0.0
201409280226,1,4,4.0,0.0
201409280227,2,-4,-2.0,0.0
201409280228,3,16,5.333333333333333,0.0
201409280229,1,-1,-1.0,0.0
201409280310,4,8,2.0,0.0
201409280311,2,0,0.0,0.0
201409280312,1,5,5.0,0.0
201409280313,2,18,9.0,1.0
201409280314,2,-1,-0.5,0.0
201409280315,2,7,3.5,0.0
201409280316,4,21,5.25,1.0
201409280317,1,3,3.0,0.0
201409280318,4,32,8.0,0.0
201409280319,6,54,9.0,0.0
201409280320,5,16,3.2,1.0
201409280321,1,7,7.0,0.0
201409280322,1,3,3.0,0.0
201409280323,2,0,0.0,0.0
201409280324,3,14,4.666666666666667,0.0
201409280325,1,5,5.0,0.0
201409280326,1,0,0.0,0.0
201409280410,5,51,10.2,0.0
201409280412,4,17,4.25,0.0
201409280413,4,38,9.5,1.0
201409280414,5,13,2.6,0.0
201409280415,2,48,24.0,0.0
201409280416,1,4,4.0,0.0
201409280417,1,0,0.0,0.0
201409280418,4,29,7.25,1.0
201409280419,3,24,8.0,0.0
201409280420,2,15,7.5,0.0
201409280421,2,0,0.0,0.0
201409280422,2,4,2.0,0.0
201409280423,4,41,10.25,0.0
201409280510,1,2,2.0,0.0
201409280511,2,2,1.0,0.0
201409280512,3,20,6.666666666666667,1.0
201409280513,2,17,8.5,0.0
201409280514,2,5,2.5,0.0
201409280515,4,8,2.0,1.0
201409280516,6,33,5.5,1.0
201409280517,3,36,12.0,0.0
201409280518,1,2,2.0,0.0
201409280519,3,20,6.666666666666667,0.0
201409280520,1,4,4.0,0.0
201409280521,4,13,3.25,1.0
201409280522,1,6,6.0,0.0
201409280523,1,9,9.0,0.0
201409280524,3,10,3.3333333333333335,0.0
201409280610,3,12,4.0,0.0
201409280611,1,-1,-1.0,0.0
201409280612,7,64,9.142857142857142,0.0
201409280613,1,3,3.0,0.0
201409280614,1,2,2.0,1.0
201409280615,4,15,3.75,0.0
201409280616,2,0,0.0,0.0
201409280617,2,6,3.0,0.0
201409280618,1,0,0.0,0.0
201409280619,3,7,2.3333333333333335,0.0
201409280620,5,56,11.2,0.0
201409280621,2,4,2.0,0.0
201409280622,2,7,3.5,0.0
201409280623,2,12,6.0,0.0
201409280624,1,4,4.0,0.0
201409280625,1,1,1.0,0.0
201409280710,3,9,3.0,0.0
201409280711,3,20,6.666666666666667,0.0
201409280712,5,47,9.4,1.0
201409280713,6,34,5.666666666666667,1.0
201409280714,3,4,1.3333333333333333,0.0
201409280715,2,7,3.5,0.0
201409280716,5,27,5.4,0.0
201409280717,4,5,1.25,0.0
201409280718,5,20,4.0,0.0
201409280719,1,2,2.0,0.0
201409280720,2,0,0.0,1.0
201409280721,1,-11,-11.0,0.0
201409280810,2,13,6.5,1.0
201409280811,1,0,0.0,0.0
201409280812,4,17,4.25,1.0
201409280813,2,4,2.0,0.0
201409280814,3,10,3.3333333333333335,0.0
201409280815,1,8,8.0,0.0
201409280816,5,-3,-0.6,0.0
201409280817,3,12,4.0,0.0
201409280818,1,2,2.0,0.0
201409280819,5,17,3.4,0.0
201409280820,2,0,0.0,0.0
201409280821,2,2,1.0,0.0
201409280910,3,5,1.6666666666666667,0.0
201409280911,3,13,4.333333333333333,0.0
201409280912,3,12,4.0,0.0
201409280913,1,-1,-1.0,0.0
201409280914,2,20,10.0,0.0
201409280915,1,4,4.0,0.0
201409280916,3,0,0.0,1.0
201409280917,1,0,0.0,0.0
201409280918,4,35,8.75,0.0
201409280919,1,8,8.0,0.0
201409280920,3,9,3.0,0.0
201409280921,1,-4,-4.0,0.0
201409280922,3,3,1.0,0.0
201409280923,7,30,4.285714285714286,0.0
201409280924,1,3,3.0,0.0
201409280925,2,0,0.0,0.0
201409280926,1,-1,-1.0,0.0
201409281010,1,8,8.0,0.0
201409281011,4,47,11.75,0.0
201409281012,4,46,11.5,0.0
201409281013,4,11,2.75,0.0
201409281014,2,7,3.5,0.0
201409281015,2,74,37.0,0.0
201409281016,1,9,9.0,0.0
201409281017,3,22,7.333333333333333,0.0
201409281018,1,5,5.0,0.0
201409281019,1,0,0.0,0.0
201409281020,2,2,1.0,1.0
201409281021,4,7,1.75,0.0
201409281022,1,-1,-1.0,0.0
201409290010,1,4,4.0,0.0
201409290011,3,21,7.0,0.0
201409290012,2,13,6.5,0.0
201409290013,1,1,1.0,1.0
201409290014,1,5,5.0,0.0
201409290015,1,4,4.0,0.0
201409290016,2,53,26.5,0.0
201409290017,5,26,5.2,1.0
201409290018,1,5,5.0,0.0
201409290019,4,25,6.25,0.0
201409290020,1,2,2.0,0.0
201409290021,2,4,2.0,0.0
201409290022,2,6,3.0,0.0
201410020010,1,0,0.0,0.0
201410020011,1,0,0.0,0.0
201410020012,4,-4,-1.0,0.0
201410020013,1,2,2.0,0.0
201410020014,1,0,0.0,1.0
201410020015,3,6,2.0,0.0
201410020016,1,-4,-4.0,0.0
201410020017,2,-2,-1.0,0.0
201410020018,1,5,5.0,0.0
201410020019,4,26,6.5,0.0
201410020020,2,8,4.0,0.0
201410020021,3,8,2.6666666666666665,1.0
201410020022,7,59,8.428571428571429,0.0
201410020023,1,2,2.0,0.0
201410020024,3,10,3.3333333333333335,0.0
201410020025,3,4,1.3333333333333333,0.0
201410020026,6,17,2.8333333333333335,0.0
201410020027,1,-1,-1.0,0.0
201410050010,5,16,3.2,0.0
201410050011,3,1,0.3333333333333333,0.0
201410050012,5,63,12.6,0.0
201410050013,1,-1,-1.0,0.0
201410050014,2,8,4.0,0.0
201410050015,7,34,4.857142857142857,0.0
201410050016,3,27,9.0,0.0
201410050017,3,43,14.333333333333334,0.0
201410050018,1,1,1.0,0.0
201410050019,1,4,4.0,0.0
201410050020,2,7,3.5,0.0
201410050021,1,3,3.0,0.0
201410050022,1,-1,-1.0,0.0
201410050023,1,3,3.0,0.0
201410050024,1,3,3.0,0.0
201410050025,2,3,1.5,1.0
201410050026,3,24,8.0,0.0
201410050027,1,-1,-1.0,0.0
201410050110,1,-1,-1.0,0.0
201410050111,2,8,4.0,0.0
201410050112,3,24,8.0,0.0
201410050113,2,11,5.5,1.0
201410050114,1,-1,-1.0,0.0
201410050115,4,9,2.25,0.0
201410050116,1,2,2.0,0.0
201410050117,3,25,8.333333333333334,0.0
201410050118,5,23,4.6,0.0
201410050119,1,1,1.0,0.0
201410050120,3,44,14.666666666666666,1.0
201410050121,4,16,4.0,0.0
201410050122,2,30,15.0,0.0
201410050123,3,6,2.0,0.0
201410050210,4,21,5.25,0.0
201410050211,5,21,4.2,0.0
201410050212,1,-3,-3.0,0.0
201410050213,1,-1,-1.0,0.0
201410050214,2,27,13.5,0.0
201410050215,1,-1,-1.0,0.0
201410050216,3,41,13.666666666666666,0.0
201410050217,3,20,6.666666666666667,0.0
201410050218,4,23,5.75,0.0
201410050219,4,10,2.5,0.0
201410050220,2,0,0.0,0.0
201410050221,5,4,0.8,0.0
201410050222,1,6,6.0,0.0
201410050223,4,23,5.75,0.0
201410050224,3,0,0.0,0.0
201410050225,2,23,11.5,0.0
201410050226,2,56,28.0,0.0
201410050227,2,20,10.0,0.0
201410050228,1,-2,-2.0,0.0
201410050310,9,40,4.444444444444445,0.0
201410050311,3,31,10.333333333333334,0.0
201410050312,2,-3,-1.5,0.0
201410050313,3,7,2.3333333333333335,1.0
201410050314,3,27,9.0,0.0
201410050315,3,0,0.0,0.0
201410050316,1,8,8.0,0.0
201410050317,4,28,7.0,0.0
201410050318,2,17,8.5,0.0
201410050319,1,3,3.0,0.0
201410050320,6,28,4.666666666666667,1.0
201410050321,3,44,14.666666666666666,1.0
201410050322,6,25,4.166666666666667,0.0
201410050323,2,-8,-4.0,0.0
201410050324,1,-1,-1.0,0.0
201410050410,5,24,4.8,0.0
201410050411,1,3,3.0,0.0
201410050412,2,6,3.0,0.0
201410050413,5,30,6.0,0.0
201410050414,4,46,11.5,0.0
201410050415,4,22,5.5,0.0
201410050416,1,-2,-2.0,0.0
201410050417,2,14,7.0,0.0
201410050418,2,5,2.5,0.0
201410050419,1,6,6.0,0.0
201410050420,4,16,4.0,0.0
201410050510,4,14,3.5,0.0
201410050511,3,0,0.0,0.0
201410050512,2,17,8.5,1.0
201410050513,1,-1,-1.0,0.0
201410050514,5,56,11.2,0.0
201410050515,1,4,4.0,0.0
201410050516,6,30,5.0,1.0
201410050517,6,4,0.6666666666666666,1.0
201410050518,5,9,1.8,1.0
201410050519,2,0,0.0,0.0
201410050520,3,28,9.333333333333334,0.0
201410050521,3,8,2.6666666666666665,0.0
201410050522,3,13,4.333333333333333,0.0
201410050523,1,16,16.0,0.0
201410050524,6,36,6.0,1.0
201410050610,5,31,6.2,0.0
201410050611,1,-1,-1.0,0.0
201410050612,2,3,1.5,0.0
201410050613,2,2,1.0,0.0
201410050614,2,11,5.5,0.0
201410050615,1,6,6.0,1.0
201410050616,6,25,4.166666666666667,1.0
201410050617,1,1,1.0,0.0
201410050618,4,18,4.5,1.0
201410050619,1,9,9.0,0.0
201410050620,2,4,2.0,0.0
201410050621,1,0,0.0,0.0
201410050622,2,1,0.5,0.0
201410050623,5,16,3.2,0.0
201410050710,6,33,5.5,1.0
201410050711,8,39,4.875,0.0
201410050712,1,7,7.0,0.0
201410050713,2,0,0.0,0.0
201410050714,1,-11,-11.0,0.0
201410050715,4,26,6.5,0.0
201410050716,3,1,0.3333333333333333,0.0
201410050717,3,21,7.0,0.0
201410050718,1,0,0.0,1.0
201410050719,5,79,15.8,0.0
201410050720,3,17,5.666666666666667,0.0
201410050721,4,9,2.25,1.0
201410050722,2,16,8.0,0.0
201410050723,5,30,6.0,0.0
201410050724,2,5,2.5,0.0
201410050725,2,45,22.5,0.0
201410050726,1,-1,-1.0,0.0
201410050810,6,72,12.0,1.0
201410050811,1,-1,-1.0,0.0
201410050812,2,58,29.0,0.0
201410050813,3,11,3.6666666666666665,0.0
201410050814,4,12,3.0,0.0
201410050815,1,8,8.0,0.0
201410050816,5,30,6.0,0.0
201410050817,1,0,0.0,0.0
201410050818,6,43,7.166666666666667,0.0
201410050819,1,0,0.0,0.0
201410050820,1,0,0.0,0.0
201410050821,2,-1,-0.5,0.0
201410050822,3,8,2.6666666666666665,1.0
201410050823,3,4,1.3333333333333333,0.0
201410050910,2,0,0.0,0.0
201410050911,1,5,5.0,0.0
201410050912,1,-2,-2.0,0.0
201410050913,1,0,0.0,0.0
201410050914,1,86,86.0,0.0
201410050915,1,0,0.0,0.0
201410050916,1,0,0.0,0.0
201410050917,1,-3,-3.0,0.0
201410050918,1,0,0.0,0.0
201410050919,4,20,5.0,0.0
201410050920,1,1,1.0,0.0
201410050921,2,17,8.5,0.0
201410050922,1,0,0.0,0.0
201410050923,1,0,0.0,0.0
201410050924,1,81,81.0,0.0
201410050925,3,12,4.0,0.0
201410050926,1,5,5.0,0.0
201410050927,4,19,4.75,1.0
201410050928,1,0,0.0,0.0
201410050929,3,28,9.333333333333334,0.0
201410050930,1,0,0.0,0.0
201410050931,3,13,4.333333333333333,0.0
201410051010,5,22,4.4,1.0
201410051011,1,9,9.0,0.0
201410051012,1,-1,-1.0,0.0
201410051013,1,-5,-5.0,0.0
201410051014,1,5,5.0,0.0
201410051015,4,12,3.0,1.0
201410051016,2,7,3.5,0.0
201410051017,1,3,3.0,0.0
201410051018,1,0,0.0,0.0
201410051019,2,2,1.0,0.0
201410051020,1,2,2.0,0.0
201410051021,2,7,3.5,0.0
201410051022,6,23,3.8333333333333335,0.0
201410051023,1,3,3.0,0.0
201410051024,4,27,6.75,0.0
201410051110,5,24,4.8,0.0
201410051111,1,4,4.0,0.0
201410051112,1,2,2.0,0.0
201410051113,2,0,0.0,0.0
201410051114,4,14,3.5,0.0
201410051115,1,0,0.0,0.0
201410051116,6,18,3.0,0.0
201410051117,1,0,0.0,0.0
201410051118,1,-1,-1.0,0.0
201410051210,1,19,19.0,0.0
201410051211,2,22,11.0,0.0
201410051212,1,10,10.0,0.0
201410051213,1,0,0.0,0.0
201410051214,2,8,4.0,0.0
201410051215,1,37,37.0,0.0
201410051216,5,19,3.8,1.0
201410051218,4,55,13.75,0.0
201410051219,4,17,4.25,0.0
201410051220,3,16,5.333333333333333,0.0
201410051221,4,28,7.0,0.0
201410051222,2,17,8.5,0.0
201410051223,3,22,7.333333333333333,0.0
201410051224,2,41,20.5,0.0
201410051225,1,-1,-1.0,0.0
201410060010,2,9,4.5,1.0
201410060011,1,1,1.0,0.0
201410060012,2,11,5.5,0.0
201410060013,2,10,5.0,0.0
201410060014,3,65,21.666666666666668,0.0
201410060015,1,7,7.0,0.0
201410060016,1,4,4.0,0.0
201410060017,2,8,4.0,0.0
201410060018,2,17,8.5,0.0
201410060019,1,2,2.0,0.0
201410060020,1,3,3.0,0.0
201410060021,7,28,4.0,1.0
201410060022,5,16,3.2,1.0
201410060023,3,13,4.333333333333333,0.0
201410060024,1,18,18.0,0.0
201410090010,2,17,8.5,0.0
201410090011,6,20,3.3333333333333335,0.0
201410090012,2,8,4.0,0.0
201410090013,3,19,6.333333333333333,0.0
201410090014,2,22,11.0,0.0
201410090015,1,3,3.0,0.0
201410090016,3,36,12.0,0.0
201410090017,4,20,5.0,1.0
201410090018,3,12,4.0,0.0
201410090019,3,1,0.3333333333333333,0.0
201410090020,3,3,1.0,0.0
201410090021,5,22,4.4,0.0
201410090022,2,11,5.5,0.0
201410090023,2,12,6.0,0.0
201410090024,1,0,0.0,0.0
201410120010,1,-1,-1.0,0.0
201410120011,6,44,7.333333333333333,1.0
201410120012,1,1,1.0,0.0
201410120013,3,0,0.0,0.0
201410120014,2,6,3.0,0.0
201410120015,1,7,7.0,0.0
201410120016,6,24,4.0,1.0
201410120017,1,0,0.0,0.0
201410120018,2,6,3.0,0.0
201410120019,2,28,14.0,0.0
201410120020,1,8,8.0,0.0
201410120021,2,7,3.5,0.0
201410120022,1,-1,-1.0,0.0
201410120110,1,2,2.0,0.0
201410120111,1,-2,-2.0,0.0
201410120112,1,0,0.0,0.0
201410120113,1,-1,-1.0,0.0
201410120114,1,3,3.0,0.0
201410120115,1,12,12.0,0.0
201410120116,1,7,7.0,0.0
201410120117,3,57,19.0,0.0
201410120118,5,15,3.0,1.0
201410120119,3,32,10.666666666666666,0.0
201410120120,2,-10,-5.0,0.0
201410120121,6,22,3.6666666666666665,1.0
201410120122,4,25,6.25,0.0
201410120123,6,26,4.333333333333333,1.0
201410120124,2,0,0.0,0.0
201410120125,1,-1,-1.0,0.0
201410120210,2,9,4.5,0.0
201410120211,3,0,0.0,1.0
201410120212,2,16,8.0,0.0
201410120213,3,9,3.0,0.0
201410120214,5,70,14.0,0.0
201410120215,7,46,6.571428571428571,0.0
201410120216,1,3,3.0,0.0
201410120217,1,-3,-3.0,0.0
201410120218,1,2,2.0,0.0
201410120219,5,34,6.8,0.0
201410120220,5,31,6.2,0.0
201410120221,5,15,3.0,0.0
201410120222,4,6,1.5,0.0
201410120310,6,49,8.166666666666666,0.0
201410120311,3,16,5.333333333333333,0.0
201410120312,1,0,0.0,0.0
201410120313,2,23,11.5,0.0
201410120314,3,41,13.666666666666666,0.0
201410120315,5,14,2.8,0.0
201410120316,3,55,18.333333333333332,0.0
201410120317,2,0,0.0,0.0
201410120318,4,18,4.5,1.0
201410120319,1,6,6.0,0.0
201410120320,1,4,4.0,0.0
201410120321,5,32,6.4,0.0
201410120322,2,4,2.0,0.0
201410120323,3,16,5.333333333333333,1.0
201410120324,1,-4,-4.0,0.0
201410120325,1,-1,-1.0,0.0
201410120410,2,2,1.0,0.0
201410120411,2,7,3.5,0.0
201410120412,3,19,6.333333333333333,0.0
201410120413,1,-1,-1.0,0.0
201410120414,3,10,3.3333333333333335,1.0
201410120415,6,21,3.5,1.0
201410120416,5,32,6.4,1.0
201410120417,1,1,1.0,0.0
201410120418,4,56,14.0,0.0
201410120419,5,30,6.0,0.0
201410120420,3,0,0.0,0.0
201410120421,5,21,4.2,0.0
201410120422,1,4,4.0,0.0
201410120510,2,-3,-1.5,0.0
201410120511,1,-10,-10.0,0.0
201410120512,2,3,1.5,0.0
201410120513,1,0,0.0,0.0
201410120514,2,18,9.0,0.0
201410120515,2,17,8.5,0.0
201410120516,1,-1,-1.0,0.0
201410120517,3,15,5.0,0.0
201410120518,4,27,6.75,0.0
201410120519,1,-7,-7.0,0.0
201410120520,6,20,3.3333333333333335,1.0
201410120521,1,0,0.0,0.0
201410120522,1,2,2.0,0.0
201410120523,5,26,5.2,0.0
201410120524,1,1,1.0,0.0
201410120525,1,8,8.0,0.0
201410120526,1,3,3.0,0.0
201410120527,3,14,4.666666666666667,0.0
201410120610,4,10,2.5,1.0
201410120611,2,5,2.5,0.0
201410120612,5,31,6.2,1.0
201410120613,2,4,2.0,0.0
201410120614,1,4,4.0,0.0
201410120615,6,54,9.0,0.0
201410120616,2,5,2.5,0.0
201410120617,2,8,4.0,0.0
201410120618,4,5,1.25,0.0
201410120619,2,13,6.5,0.0
201410120620,4,16,4.0,1.0
201410120621,2,3,1.5,0.0
201410120622,1,0,0.0,0.0
201410120623,3,8,2.6666666666666665,0.0
201410120624,1,0,0.0,0.0
201410120625,1,7,7.0,0.0
201410120710,1,1,1.0,0.0
201410120711,2,1,0.5,0.0
201410120712,3,21,7.0,0.0
201410120713,2,10,5.0,0.0
201410120714,4,-7,-1.75,0.0
201410120715,2,19,9.5,0.0
201410120716,4,37,9.25,0.0
201410120717,2,11,5.5,0.0
201410120718,5,57,11.4,1.0
201410120719,6,33,5.5,0.0
201410120720,5,73,14.6,1.0
201410120721,2,-1,-0.5,0.0
201410120722,5,30,6.0,0.0
201410120723,2,29,14.5,0.0
201410120724,1,0,0.0,0.0
201410120725,1,-1,-1.0,0.0
201410120810,1,0,0.0,0.0
201410120811,6,34,5.666666666666667,0.0
201410120812,6,28,4.666666666666667,0.0
201410120813,2,3,1.5,0.0
201410120814,2,5,2.5,0.0
201410120815,1,4,4.0,0.0
201410120816,1,0,0.0,0.0
201410120817,1,2,2.0,0.0
201410120818,5,45,9.0,0.0
201410120819,1,-1,-1.0,0.0
201410120820,6,51,8.5,1.0
201410120821,2,0,0.0,0.0
201410120822,1,-1,-1.0,0.0
201410120910,4,0,0.0,0.0
201410120911,1,0,0.0,1.0
201410120912,4,58,14.5,1.0
201410120913,2,17,8.5,0.0
201410120914,1,0,0.0,0.0
201410120915,5,30,6.0,1.0
201410120916,5,51,10.2,0.0
201410120917,1,2,2.0,0.0
201410120918,4,31,7.75,1.0
201410120919,3,20,6.666666666666667,0.0
201410120920,1,-1,-1.0,0.0
201410121010,3,8,2.6666666666666665,0.0
201410121011,4,12,3.0,1.0
201410121012,3,22,7.333333333333333,0.0
201410121014,2,9,4.5,0.0
201410121015,7,4,0.5714285714285714,0.0
201410121016,1,2,2.0,0.0
201410121017,3,10,3.3333333333333335,0.0
201410121018,1,14,14.0,0.0
201410121019,2,0,0.0,0.0
201410121020,3,26,8.666666666666666,0.0
201410121021,2,3,1.5,0.0
201410121022,4,16,4.0,0.0
201410121023,1,0,0.0,0.0
201410121024,4,64,16.0,0.0
201410121025,1,6,6.0,0.0
201410121026,1,0,0.0,0.0
201410121027,1,16,16.0,0.0
201410121110,2,7,3.5,0.0
201410121111,1,5,5.0,1.0
201410121112,1,0,0.0,0.0
201410121113,1,2,2.0,0.0
201410121114,2,47,23.5,0.0
201410121115,3,3,1.0,0.0
201410121116,1,1,1.0,0.0
201410121117,2,1,0.5,0.0
201410121118,5,36,7.2,1.0
201410121119,1,4,4.0,0.0
201410121120,2,2,1.0,0.0
201410121121,2,10,5.0,0.0
201410121122,1,-1,-1.0,0.0
201410121210,1,2,2.0,0.0
201410121211,4,31,7.75,0.0
201410121212,3,6,2.0,0.0
201410121213,1,-3,-3.0,0.0
201410121214,1,2,2.0,0.0
201410121215,1,0,0.0,0.0
201410121216,1,0,0.0,0.0
201410121217,2,7,3.5,0.0
201410121218,5,58,11.6,0.0
201410121219,1,0,0.0,0.0
201410121220,3,25,8.333333333333334,0.0
201410121221,1,0,0.0,0.0
201410121222,1,-1,-1.0,0.0
201410121223,2,6,3.0,0.0
201410121224,3,6,2.0,0.0
201410121225,3,43,14.333333333333334,0.0
201410121226,1,4,4.0,0.0
201410121227,4,0,0.0,0.0
201410130010,2,7,3.5,1.0
201410130011,1,-1,-1.0,0.0
201410130012,5,3,0.6,1.0
201410130013,1,3,3.0,0.0
